118,119,68,106,38
123,141,47,107,48
108,87,102,102,53
85,119,71,84,87
147,100,91,122,0
151,119,58,125,0
172,149,26,119,19
138,83,115,124,19
144,97,86,125,0
128,135,48,115,29
175,161,25,115,29
190,174,16,104,48
98,120,66,104,48
131,88,106,122,7
166,77,131,125,7
141,77,126,114,29
117,121,64,114,29
144,121,61,125,10
192,175,20,110,40
167,74,136,118,15
